title,platform,release_date,meta_score,user_score,esrb_rating,developers,genres
Picross DS,Nintendo DS,2007-07-30,83.0,8.0,E,['Jupiter Corporation'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'Puzzle', 'Logic', 'Logic']"
Pocket Card Jockey,Nintendo 3DS,2016-05-05,83.0,8.0,E10+,['Game Freak'],"['Miscellaneous', 'Board / Card Game']"
Pokemon Omega Ruby,Nintendo 3DS,2014-11-21,83.0,7.4,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Pokemon Platinum Version,Nintendo DS,2009-03-22,83.0,8.9,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Professor Layton and the Last Specter,Nintendo DS,2011-10-18,83.0,8.3,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Rhythm Heaven,Nintendo DS,2009-04-05,83.0,8.3,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Rhythm Heaven Fever,Wii,2012-02-13,83.0,8.3,E,['Nintendo'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Rhythm Heaven Megamix,Nintendo 3DS,2016-06-15,83.0,8.1,E,['Nintendo'],"['Action', 'Rhythm', 'Music']"
Ring Fit Adventure,Nintendo Switch,2019-10-18,83.0,8.7,E10+,['Nintendo'],"['Miscellaneous', 'Exercise / Fitness']"
Splatoon 2,Nintendo Switch,2017-07-21,83.0,8.5,E10+,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
Stretchmo,Nintendo 3DS,2015-05-14,83.0,7.9,E,['Intelligent Systems'],"['Puzzle', 'Action']"
Tetris 99,Nintendo Switch,2019-02-13,83.0,8.3,E,"['Arika', ' Nintendo']","['Puzzle', 'Stacking']"
WarioWare: Smooth Moves,Wii,2007-01-15,83.0,7.5,E10+,['Intelligent Systems'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Xenoblade Chronicles 2,Nintendo Switch,2017-12-01,83.0,8.7,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Arcade Archives: Donkey Kong,Nintendo Switch,2018-06-14,82.0,8.5,E,['Nintendo'],"['Action', 'Platformer', '2D']"
Art Academy: Home Studio,Wii U,2015-06-25,82.0,7.9,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
Art Style: ORBIENT,Wii,2008-09-29,82.0,8.2,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Captain Toad: Treasure Tracker,Nintendo Switch,2018-07-13,82.0,7.9,E,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['Action', 'Platformer', '3D']"
Clubhouse Games: 51 Worldwide Classics,Nintendo Switch,2020-06-05,82.0,7.8,E,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
Kirby's Dream Collection: Special Edition,Wii,2012-09-16,82.0,8.8,E10+,['HAL Labs'],"['Miscellaneous', 'Compilation', 'Compilation']"
Mario Kart Wii,Wii,2008-04-27,82.0,8.4,E,['Nintendo'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Kart', 'Automobile']"
Mario vs. Donkey Kong: Minis March Again!,Nintendo DS,2009-06-08,82.0,8.0,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Pokemon Alpha Sapphire,Nintendo 3DS,2014-11-21,82.0,7.4,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Pokemon Ruby Version,Game Boy Advance,2003-03-18,82.0,8.6,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
Professor Layton and the Miracle Mask,Nintendo 3DS,2012-10-28,82.0,8.1,E10+,['Level 5'],"['Puzzle', 'Miscellaneous', 'Puzzle', 'General', 'Puzzle', 'General']"
Ridge Racer 64,Nintendo 64,2000-02-14,82.0,8.3,E,['Nintendo'],"['Driving', 'Racing', 'Arcade']"
Splatoon 2: Octo Expansion,Nintendo Switch,2018-06-13,82.0,8.4,E10+,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
Star Fox Adventures,GameCube,2002-09-22,82.0,7.9,,,
Starship Defense,Nintendo DS,2010-01-18,82.0,7.5,E,['Q-Games'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'Defense']"
Super Mario 3D All-Stars,Nintendo Switch,2020-09-18,82.0,6.3,E,['Nintendo'],"['Miscellaneous', 'Compilation']"
WarioWare D.I.Y.,Nintendo DS,2010-03-28,82.0,8.2,E,['Intelligent Systems'],"['Miscellaneous', 'General', 'General']"
X-Scape,Nintendo DS,2010-05-31,82.0,7.0,E10+,['Q-Games'],"['Simulation', 'Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General', 'Space', 'Combat']"
Art Academy: Lessons for Everyone,Nintendo 3DS,2012-10-01,81.0,7.6,E,"['Nintendo', ' Headstrong Games']","['Miscellaneous', 'Edutainment', 'Edutainment']"
BoxBoy! + BoxGirl!,Nintendo Switch,2019-04-26,81.0,7.9,E,['HAL Labs'],"['Puzzle', 'Action']"
Bravely Second: End Layer,Nintendo 3DS,2016-04-15,81.0,8.2,T,['Silicon Studio'],"['Role-Playing', 'Japanese-Style']"
Captain Toad: Treasure Tracker,Wii U,2014-12-05,81.0,8.6,E,['Nintendo EAD Tokyo '],"['Action', 'Platformer', '3D']"
Captain Toad: Treasure Tracker - Special Episode,Nintendo Switch,2019-03-14,81.0,8.2,,['Nintendo Software Technology'],"['Action', 'Platformer', '3D']"
Dragon Quest Builders,Nintendo Switch,2018-02-09,81.0,8.1,E10+,['Square Enix'],"['Action Adventure', 'Sandbox']"
Dragon Quest VII: Fragments of the Forgotten Past,Nintendo 3DS,2016-09-16,81.0,8.3,E10+,['ArtePiazza'],"['Role-Playing', 'Japanese-Style']"
Drill Dozer,Game Boy Advance,2006-02-06,81.0,8.8,E,['Game Freak'],"['Action', 'Platformer', '2D']"
Fire Emblem Echoes: Shadows of Valentia,Nintendo 3DS,2017-05-19,81.0,8.6,T,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Fire Emblem: Shadow Dragon,Nintendo DS,2009-02-16,81.0,7.1,E10+,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Kirby: Nightmare in Dream Land,Game Boy Advance,2002-12-02,81.0,8.6,E,['HAL Labs'],"['Action', 'Platformer', '2D']"
Kirby: Planet Robobot,Nintendo 3DS,2016-06-10,81.0,8.5,E,['HAL Labs'],"['Action', 'Platformer', '2D']"
Mario & Luigi: Dream Team,Nintendo 3DS,2013-08-11,81.0,8.2,E10+,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Mario & Luigi: Superstar Saga + Bowser's Minions,Nintendo 3DS,2017-10-06,81.0,8.2,E,['Alphadream Corporation'],"['Role-Playing', 'Japanese-Style']"
Mario Golf: Toadstool Tour,GameCube,2003-07-29,81.0,8.1,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Golf', 'Arcade']"
Mario Tennis: Power Tour,Game Boy Advance,2005-12-05,81.0,8.4,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
Mario vs. Donkey Kong,Game Boy Advance,2004-05-24,81.0,8.1,E,['Nintendo'],"['Action', 'Platformer', '2D']"
Personal Trainer: Cooking,Nintendo DS,2008-11-24,81.0,8.2,E,['indieszero'],"['Miscellaneous', 'General', 'General']"
Pokemon FireRed Version,Game Boy Advance,2004-09-07,81.0,8.6,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
Pokemon LeafGreen Version,Game Boy Advance,2004-09-07,81.0,8.5,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
Pokemon Pinball: Ruby & Sapphire,Game Boy Advance,2003-08-26,81.0,7.7,E,['Jupiter Corporation'],"['Miscellaneous', 'Parlor', 'Pinball']"
Pokemon Puzzle League,Nintendo 64,2000-09-01,81.0,8.5,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
Professor Layton and the Azran Legacy,Nintendo 3DS,2014-02-28,81.0,8.1,E10+,['Level 5'],"['General', 'Logic', 'Puzzle', 'Miscellaneous', 'Puzzle', 'General']"
Splatoon,Wii U,2015-05-29,81.0,8.7,E10+,['Nintendo'],"['Fantasy', 'Action', 'Shooter', 'Third-Person', 'Arcade']"
Star Fox 64 3D,Nintendo 3DS,2011-09-09,81.0,8.1,E10+,['Nintendo'],"['Action', 'Shooter', 'Shooter', 'Rail', 'Rail']"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Nintendo Switch,2017-12-07,81.0,8.5,E10+,['Nintendo'],"['Action Adventure', 'Open-World']"
Tokyo Mirage Sessions #FE Encore,Nintendo Switch,2020-01-17,81.0,6.2,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
WarioWare: Touched!,Nintendo DS,2005-02-14,81.0,8.1,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
Yoshi's Island DS,Nintendo DS,2006-11-13,81.0,7.5,E,['Artoon'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Art Style: BOXLIFE,Nintendo DS,2009-06-22,80.0,6.8,E,['Nintendo'],"['Miscellaneous', 'General', 'General']"
BOXBOY!,Nintendo 3DS,2015-04-02,80.0,8.1,E,['HAL Labs'],"['Puzzle', 'Action']"
Bit.Trip Beat,Wii,2009-03-16,80.0,8.4,E,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
Bit.Trip Core,Wii,2009-07-06,80.0,8.1,E,['Gaijin Games'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
BoxBoxBoy!,Nintendo 3DS,2016-06-30,80.0,7.9,E,['HAL Labs'],"['Puzzle', 'Action']"
Donkey Kong Country 2,Game Boy Advance,2004-11-15,80.0,8.6,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Donkey Kong Jungle Beat,GameCube,2005-03-14,80.0,8.2,E10+,['Nintendo'],"['Action', 'Platformer', '2D']"
Final Fantasy Crystal Chronicles,GameCube,2004-02-09,80.0,8.9,T,['Square Enix'],"['Role-Playing', 'Action RPG']"
Kirby & the Amazing Mirror,Game Boy Advance,2004-10-18,80.0,8.8,E,['Flagship'],"['Action', 'Platformer', '2D']"
Kirby: Triple Deluxe,Nintendo 3DS,2014-05-02,80.0,8.6,E,['HAL Labs'],"['General', 'General', 'Action', 'Platformer', '2D']"
LEGO City Undercover,Wii U,2013-03-18,80.0,8.2,E10+,['TT Games'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy', 'Open-World']"
Mario Power Tennis,GameCube,2004-11-08,80.0,8.5,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Tennis']"
New Super Mario Bros. U Deluxe,Nintendo Switch,2019-01-11,80.0,7.0,E,['Nintendo'],"['Action', 'Platformer', '2D']"
Paper Mario: The Origami King,Nintendo Switch,2020-07-17,80.0,7.0,E,['Intelligent Systems'],"['Role-Playing', 'General']"
Pilotwings 64,Nintendo 64,1996-09-29,80.0,8.0,E,['Paradigm Entertainment'],"['Simulation', 'General']"
Pokemon Black Version 2,Nintendo DS,2012-10-07,80.0,7.8,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
Pokemon Conquest,Nintendo DS,2012-06-18,80.0,8.3,E,['Koei'],"['Strategy', 'Turn-Based', 'Fantasy', 'Fantasy', 'Tactics']"
Pokemon Shield,Nintendo Switch,2019-11-15,80.0,4.6,E,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Sword,Nintendo Switch,2019-11-15,80.0,4.6,E,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Sword / Shield Dual Pack,Nintendo Switch,2019-11-15,80.0,4.3,E,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon White Version 2,Nintendo DS,2012-10-07,80.0,7.9,E,['Game Freak'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Trainer']"
"Pokemon: Let's Go, Eevee!",Nintendo Switch,2018-11-16,80.0,6.2,E,['Game Freak'],"['Action RPG', 'Role-Playing', 'Trainer']"
Pushmo World,Wii U,2014-06-19,80.0,8.0,E,['Intelligent Systems'],"['Miscellaneous', 'Puzzle', 'Action', 'Logic']"
"Snipperclips - Cut it out, together!",Nintendo Switch,2017-03-03,80.0,8.2,E,"['Nintendo', ' SFB Games']","['Puzzle', 'General']"
Starcraft 64,Nintendo 64,2000-06-13,80.0,8.2,T,['Mass Media'],"['Strategy', 'Real-Time', 'Sci-Fi']"
Style Savvy: Styling Star,Nintendo 3DS,2017-12-25,80.0,7.6,E,"['Nintendo', ' syn Sophia']","['Simulation', 'Virtual', 'Career']"
Tokyo Mirage Sessions #FE,Wii U,2016-06-24,80.0,7.9,T,['Atlus'],"['General', 'Fantasy', 'Role-Playing', 'Strategy', 'Turn-Based', 'Japanese-Style', 'General']"
Wave Race: Blue Storm,GameCube,2001-11-17,80.0,7.9,E,['Nintendo'],"['Driving', 'Racing', 'Snow / Water']"
Wii Fit,Wii,2008-05-19,80.0,7.7,E,['Nintendo'],"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']"
Wii Fit Plus,Wii,2009-10-04,80.0,7.4,E,['Nintendo'],"['Sports', 'Miscellaneous', 'Alternative', 'General', 'Exercise / Fitness', 'Other']"
Wii Sports Resort,Wii,2009-07-26,80.0,8.2,E,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
Xenoblade Chronicles 2: Torna ~ The Golden Country,Nintendo Switch,2018-09-14,80.0,8.7,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Yo-kai Watch 3,Nintendo 3DS,2019-02-08,80.0,7.8,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
Captain Toad: Treasure Tracker,Nintendo 3DS,2018-07-13,79.0,6.9,E,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['Action', 'Platformer', '3D']"
Final Fantasy I & II: Dawn of Souls,Game Boy Advance,2004-11-29,79.0,8.0,E,['Tose Software'],"['Role-Playing', 'Console-style RPG']"
Golden Sun: Dark Dawn,Nintendo DS,2010-11-29,79.0,8.2,E10+,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Hyrule Warriors: Age of Calamity,Nintendo Switch,2020-11-20,79.0,8.1,T,"['Omega Force', ' Koei Tecmo Games']","['Action', ""Beat-'Em-Up"", '3D']"
Kirby's Extra Epic Yarn,Nintendo 3DS,2019-03-08,79.0,6.7,E,['Good-Feel'],"['Action', 'Platformer', '2D']"
Mario Party,Nintendo 64,1999-02-08,79.0,8.1,E,['Hudson'],"['Miscellaneous', 'Party']"
Mario Strikers Charged,Wii,2007-07-30,79.0,8.2,E10+,['Next Level Games'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Arcade', 'Arcade']"
Mario vs. Donkey Kong: Mini-Land Mayhem,Nintendo DS,2010-11-14,79.0,8.0,E,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
Metroid Prime Pinball,Nintendo DS,2005-10-24,79.0,7.9,E,['Fuse Games Limited'],"['Action', 'Miscellaneous', 'Parlor', 'Pinball', 'Pinball']"
Metroid: Other M,Wii,2010-08-31,79.0,6.7,T,['Team Ninja'],"['Action', 'Action Adventure', 'Shooter', 'Sci-Fi', 'Sci-Fi', 'General', 'Third-Person', 'Sci-Fi']"
Monster Hunter Stories,Nintendo 3DS,2017-09-08,79.0,8.3,E10+,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
Part Time UFO,Nintendo Switch,2020-10-28,79.0,7.3,E10+,['HAL Labs'],"['Action', 'Arcade']"
"Pokemon: Let's Go, Pikachu!",Nintendo Switch,2018-11-16,79.0,6.1,E,['Game Freak'],"['Action RPG', 'Role-Playing', 'Trainer']"
Pokken Tournament DX,Nintendo Switch,2017-09-22,79.0,7.6,E10+,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
Professor Layton VS Phoenix Wright Ace Attorney,Nintendo 3DS,2014-08-29,79.0,8.2,T,['Level 5'],"['General', 'Puzzle', 'Miscellaneous', 'Puzzle', 'General']"
Super Smash Bros.,Nintendo 64,1999-04-26,79.0,8.7,E,['HAL Labs'],"['Action', 'Fighting', '3D']"
Yoshi's Crafted World,Nintendo Switch,2019-03-28,79.0,8.0,E,['Good-Feel'],"['Action', 'Platformer', '3D']"
"You, Me, and the Cubes",Wii,2009-09-21,79.0,7.0,E,['fyto'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
Chibi-Robo! Park Patrol,Nintendo DS,2007-09-24,78.0,7.7,E,['Skip Ltd.'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
Donkey Kong Country,Game Boy Advance,2003-06-09,78.0,8.8,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Dragon Quest VI: Realms of Revelation,Nintendo DS,2011-02-14,78.0,8.4,T,['ArtePiazza'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']"
Fire Emblem: Radiant Dawn,Wii,2007-11-05,78.0,8.7,,,
Fluidity: Spin Cycle,Nintendo 3DS,2012-12-27,78.0,6.6,E,['Curve Studios'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Good Job!,Nintendo Switch,2020-03-26,78.0,7.7,E,"['Nintendo', ' Paladin Studios']","['Action', 'General']"
Hotel Dusk: Room 215,Nintendo DS,2007-01-22,78.0,8.5,T,['Cing'],"['Adventure', 'General', 'General']"
Hyrule Warriors: Definitive Edition,Nintendo Switch,2018-05-18,78.0,7.9,T,['Koei Tecmo Games'],"['Action', ""Beat-'Em-Up"", '3D']"
Luigi's Mansion,GameCube,2001-11-17,78.0,8.6,E,['Nintendo'],"['Action Adventure', 'Fantasy']"
Mario Golf: World Tour,Nintendo 3DS,2014-05-02,78.0,8.1,E,['Camelot Software Planning'],"['Sports', 'Traditional', 'Individual', 'Golf', 'Arcade', 'Arcade']"
Mario and Donkey Kong: Minis on the Move,Nintendo 3DS,2013-05-09,78.0,7.3,E,['Nintendo'],"['Puzzle', 'Action', 'Platformer', 'Platformer', '3D', '3D']"
New Play Control! Donkey Kong Jungle Beat,Wii,2009-05-04,78.0,8.7,E10+,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
New Super Mario Bros. 2,Nintendo 3DS,2012-08-19,78.0,7.2,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Pac-Man vs.,GameCube,2003-12-02,78.0,8.3,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Pokemon Stadium 2,Nintendo 64,2001-03-28,78.0,8.3,E,['HAL Labs'],"['Strategy', 'General']"
Style Savvy: Fashion Forward,Nintendo 3DS,2016-08-19,78.0,6.9,E,['syn Sophia'],"['Simulation', 'Virtual', 'Career']"
The Legend of Zelda: Breath of the Wild - The Master Trials,Nintendo Switch,2017-06-30,78.0,7.7,E10+,['Nintendo'],"['Action Adventure', 'Open-World']"
The Wonderful 101,Wii U,2013-09-15,78.0,8.6,T,['PlatinumGames'],"['Action', 'General', 'General']"
Top Gear Rally,Game Boy Advance,2003-10-28,78.0,7.6,E,['Tantalus'],"['Driving', 'Racing', 'Rally / Offroad']"
Wario Land: Shake It!,Wii,2008-09-22,78.0,8.5,E,['Good-Feel'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
WarioWare Gold,Nintendo 3DS,2018-08-03,78.0,8.0,E10+,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Yoshi's Woolly World,Wii U,2015-10-16,78.0,8.5,E,['Good-Feel'],"['Action Adventure', 'Platformer', '2D', 'Fantasy', 'Action', 'Platformer', '2D']"
3D Classics: Kid Icarus,Nintendo 3DS,2012-03-23,77.0,7.4,E,['Arika'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
3D Classics: Kirby's Adventure,Nintendo 3DS,2011-11-17,77.0,8.0,E,['Arika'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
ARMS,Nintendo Switch,2017-06-16,77.0,7.1,E10+,['Nintendo'],"['Action', 'Sports', 'Fighting', 'Individual', '3D', 'Combat', 'Boxing / Martial Arts']"
Art Style: BASE 10,Nintendo DS,2009-07-06,77.0,,E,['Skip Ltd.'],"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Puzzle', 'Action']"
Brain Age 2: More Training in Minutes a Day,Nintendo DS,2007-08-20,77.0,7.3,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
Brain Age: Train Your Brain in Minutes a Day!,Nintendo DS,2006-04-17,77.0,7.7,E,['Nintendo'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
DK: Jungle Climber,Nintendo DS,2007-09-10,77.0,6.7,E,['Paon Corporation'],"['Action', 'General', 'General']"
Donkey Kong Country 3,Game Boy Advance,2005-11-07,77.0,8.3,E,['Rare Ltd.'],"['Action', 'Platformer', '2D']"
Dragon Quest Monsters: Joker 2,Nintendo DS,2011-09-19,77.0,7.5,E,['TOSE'],"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style', 'Trainer']"
Excitebots: Trick Racing,Wii,2009-04-20,77.0,8.7,E,['Monster Games Inc.'],"['Driving', 'Racing', 'General', 'Arcade', 'Arcade', 'Automobile']"
F-Zero GP Legend,Game Boy Advance,2004-09-20,77.0,8.3,E,['Suzak'],"['Driving', 'Racing', 'Futuristic']"
Hamtaro: Ham-Ham Games,Game Boy Advance,2004-07-27,77.0,8.3,E,['Alphadream Corporation'],"['Sports', 'General']"
Ittle Dew 2+,Nintendo Switch,2017-11-14,77.0,7.7,E10+,['Ludosity Interactive'],"['Role-Playing', 'Action Adventure', 'General', 'Action RPG']"
Kirby 64: The Crystal Shards,Nintendo 64,2000-06-26,77.0,8.3,,,
Kirby's Return to Dream Land,Wii,2011-10-24,77.0,8.7,E10+,['HAL Labs'],"['General', 'Action', 'Platformer', 'Platformer', '2D', '2D']"
New Play Control! Pikmin,Wii,2009-03-09,77.0,8.6,E,['Nintendo'],"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']"
New Super Luigi U,Wii U,2013-06-20,77.0,8.0,E,['Nintendo'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Nintendo Labo: Toycon 01 Variety Kit,Nintendo Switch,2018-04-20,77.0,6.9,E,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Nintendo Land,Wii U,2012-11-18,77.0,7.9,E10+,['Nintendo'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
Number Battle,Nintendo DS,2010-01-25,77.0,6.6,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Logic', 'General']"
Pokemon Snap,Nintendo 64,1999-06-30,77.0,7.5,E,['Hal'],"['Action', 'General']"
Poochy & Yoshi's Woolly World,Nintendo 3DS,2017-02-03,77.0,8.0,E,['Good-Feel'],"['Action', 'Platformer', '2D']"
Project Zero 2: Wii Edition,Wii,2012-06-29,77.0,8.6,,['Koei Tecmo Games'],"['Action Adventure', 'Horror']"
The World Ends with You: Final Remix,Nintendo Switch,2018-10-12,77.0,7.1,T,"['Square Enix', ' h.a.n.d. Inc.', ' Jupiter Corporation']","['Role-Playing', 'Action RPG']"
Trajectile,Nintendo DS,2010-01-04,77.0,,E,['Q-Games'],"['Action', 'General', 'General']"
Art Style: light trax,Wii,2010-05-24,76.0,,E,['Skip Ltd.'],"['Miscellaneous', 'General', 'General']"
Battalion Wars,GameCube,2005-09-19,76.0,8.5,T,['Kuju Entertainment'],"['Action', 'Shooter', 'Third-Person', 'Modern']"
Donkey Konga,GameCube,2004-09-27,76.0,8.0,E,['Namco'],"['Miscellaneous', 'Rhythm', 'Music']"
Dr. Mario Express,Nintendo DS,2009-04-20,76.0,7.3,E,"['Arika', ' Nintendo']","['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Matching', 'General']"
Endless Ocean: Blue World,Wii,2010-02-22,76.0,8.8,E10+,['Arika'],"['Adventure', 'General', 'General', '3D', 'Third-Person']"
Ever Oasis,Nintendo 3DS,2017-06-23,76.0,8.1,E10+,['GREZZO'],"['Role-Playing', 'Action RPG']"
Flametail,Nintendo DS,2010-06-07,76.0,,E,['Mindware'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'General']"
Hyrule Warriors,Wii U,2014-09-26,76.0,8.3,T,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Ketzal's Corridors,Nintendo 3DS,2012-04-12,76.0,7.6,E,['Keys Factory'],"['General', 'Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Action']"
Kirby Super Star Ultra,Nintendo DS,2008-09-22,76.0,8.9,E,['HAL Labs'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
Mario & Luigi: Paper Jam,Nintendo 3DS,2016-01-22,76.0,7.4,E,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
Mario Superstar Baseball,GameCube,2005-08-29,76.0,8.5,E,['Namco'],"['Sports', 'Traditional', 'Baseball', 'Arcade']"
Mario vs. Donkey Kong 2: March of the Minis,Nintendo DS,2006-09-25,76.0,7.9,E,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
Paper Mario: Color Splash,Wii U,2016-10-07,76.0,7.1,E,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Japanese-Style']"
Pokemon Art Academy,Nintendo 3DS,2014-10-24,76.0,7.7,E,['Headstrong Games'],"['Miscellaneous', 'General', 'Edutainment']"
Pokemon Emerald Version,Game Boy Advance,2005-04-30,76.0,8.9,,,
Pokken Tournament,Wii U,2016-03-18,76.0,7.3,E10+,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
Star Fox Command,Nintendo DS,2006-08-28,76.0,7.0,E10+,['Q-Games'],"['Action', 'Simulation', 'Shooter', 'Flight', 'Shooter', 'Third-Person', 'Combat', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
Style Savvy: Trendsetters,Nintendo 3DS,2012-10-22,76.0,7.6,E,['syn Sophia'],"['Simulation', 'Miscellaneous', 'General', 'General', 'Virtual', 'Career']"
Super Mario Party,Nintendo Switch,2018-10-05,76.0,7.2,E,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
Super Mario Strikers,GameCube,2005-12-05,76.0,8.6,E,['Next Level Games'],"['Sports', 'Traditional', 'Soccer', 'Arcade']"
Sushi Striker: The Way of Sushido,Nintendo Switch,2018-06-08,76.0,7.8,E,['indieszero'],"['Puzzle', 'Matching']"
Tales of Phantasia,Game Boy Advance,2006-03-06,76.0,8.0,E10+,['Namco'],"['Role-Playing', 'Console-style RPG']"
"WarioWare, Inc.: Mega Party Game$!",GameCube,2004-04-06,76.0,8.3,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
Wii Sports,Wii,2006-11-19,76.0,8.0,E,['Nintendo'],"['Sports', 'General', 'General', 'Individual', 'Athletics']"
Yo-kai Watch,Nintendo 3DS,2015-11-06,76.0,8.0,E10+,['Level 5'],"['Japanese-Style', 'Role-Playing', 'Trainer']"
Art Academy,Nintendo DS,2010-10-26,75.0,8.0,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Edutainment']"
